country,id,artist,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
во всем мире,0N0h5lXc4HOiLgGb9EZi8m,lil Shordie Scott,Rocking A Cardigan in Atlanta,0.803,0.64,1,-4.721,1,0.151,0.583,0.000331,0.437,0.816,140.073,96826,4
во всем мире,3o9kpgkIcffx0iSwxhuNI2,Em Beihold,Numb Little Bug,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,169238,4
во всем мире,6ohTBTmcNHe9UzvxAgA9wJ,Lauri Garcia,Miel,0.801,0.401,0,-8.082,1,0.0491,0.909,0.0,0.158,0.595,126.455,124590,4
во всем мире,0jdcdrTpIzIZGBqBvkgEaC,Ben Reilly,Maytag (Tax Free),0.465,0.67,1,-6.57,1,0.297,0.0181,0.0,0.519,0.553,83.772,165550,4
во всем мире,45GDh5cZcRVOAyQqZWxiUt,Jx.Zero,Playboy,0.819,0.563,1,-8.621,0,0.706,0.0126,0.0,0.21,0.599,158.017,152451,4
во всем мире,0h14I7cPYi1RZG6GmVpMso,CIVO,Weg von mir,0.566,0.481,9,-10.706,1,0.205,0.783,0.0,0.575,0.671,143.857,136667,3
во всем мире,7k6QR9YHyW258yVN6FHO1T,OAFF,Doobey,0.751,0.669,3,-6.532,0,0.0359,0.342,1.31e-05,0.0822,0.359,119.014,219687,4
во всем мире,6zQPRiKYLdpAIn5HDtzDYc,Jamie Muscato,Meant to be Yours,0.552,0.632,6,-6.364,0,0.0962,0.398,0.0,0.227,0.464,97.998,210440,3
во всем мире,0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,177720,3
во всем мире,5XW4BwCrfYpci5zMbJxs4N,Wig Wam,Do Ya Wanna Taste It,0.559,0.793,2,-3.536,0,0.028,0.0191,0.0,0.394,0.69,92.034,176973,4
во всем мире,5Qf8dlJ2zZTfztx7o7kbDN,Semicenk,Düşer Aklıma,0.706,0.418,8,-8.63,1,0.0906,0.0564,6.61e-05,0.0933,0.319,161.918,160000,4
во всем мире,6QHXcb0eFwOKZOZ9bOFmxm,ALTÉGO,Toxic Pony,0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08,198042,4
во всем мире,2q3LzfknBzye3xXjgiJBjS,Gatton,When Scars Become Art,0.524,0.114,11,-17.027,1,0.0507,0.929,0.0,0.917,0.314,119.818,287561,4
во всем мире,6Xa2rrTpSLkpx887Y115mO,Abe Parker,Butterflies,0.485,0.484,3,-7.036,1,0.0617,0.62,0.0,0.114,0.282,159.877,183938,3
во всем мире,1AzNN19lPYC68iacrbWL8X,Darbuka Siva,"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",0.556,0.521,6,-10.811,1,0.0321,0.632,0.000582,0.102,0.355,127.956,332702,4
во всем мире,0Bv7O6fmZk3GrNQFYJaXPn,La Pantera,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",0.672,0.745,5,-5.269,0,0.3,0.438,9.29e-06,0.0699,0.739,173.974,413111,4
во всем мире,5n4kMW5dn7MHFhXQuJb9zG,Restless Road,Growing Old With You,0.478,0.516,5,-7.276,1,0.0267,0.403,0.0,0.0823,0.376,80.09,196008,4
во всем мире,6HOOykUGBMv3LFsR9gObw5,Eden Muñoz,Creo en Ti,0.677,0.384,0,-8.773,1,0.028,0.7,0.0,0.0945,0.776,153.116,177059,4
во всем мире,5cRKj1kynNFqiliT2ndZ3y,Higuchi Ai,Akuma no Ko,0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,227680,4
во всем мире,3yWHQ4n4ARLDfYTuT2NhnN,Tananai,BABY GODDAMN,0.819,0.764,10,-3.311,0,0.1,0.0317,2.73e-05,0.0579,0.885,114.033,149605,4
во всем мире,4VtRHZ4tBDHaWltVAytlLY,Cat Burns,Go,0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,215000,4
во всем мире,2I8EDARURigigunOxtg7oi,JELEEL!,DIVE IN!,0.705,0.753,6,-5.28,1,0.0485,0.000944,0.000127,0.385,0.368,140.023,100518,4
во всем мире,2ytQws1jfyFcY2K2MDUfzd,Los Lara,Fumando Mota,0.599,0.499,7,-6.549,1,0.0685,0.49,1.64e-06,0.0897,0.562,170.907,201205,3
во всем мире,1AhNxunSSizAllibrQ7jhu,Quevedo,Ahora Y Siempre,0.659,0.629,4,-7.86,1,0.0825,0.716,0.0,0.422,0.416,118.964,149275,4
во всем мире,6MvaRZ6JZgJuXz9b1CMB1y,Baco Exu do Blues,20 Ligações,0.688,0.389,0,-10.62,1,0.174,0.779,7.26e-06,0.108,0.536,75.073,193600,4
во всем мире,4hAYQuavbB0FYhyxBTbVal,Alex Luna,Te Marqué Pedo,0.836,0.66,1,-3.939,0,0.0648,0.724,0.0,0.112,0.829,135.091,216000,4
во всем мире,79nEEoEPY2w8EXj9hjn5oc,Yung Lean,Ginseng Strip 2002,0.601,0.712,1,-9.433,1,0.0431,0.0848,0.0,0.479,0.386,114.998,154000,4
во всем мире,4iwiYqzoLImJraKQ9Pf2I2,Goya Menor,Ameno Amapiano Remix (You Wanna Bamba),0.807,0.898,6,-5.837,0,0.0393,0.188,0.000395,0.0824,0.743,112.998,227101,4
во всем мире,4CnA1w7WulFrRPehCWDULz,Alfie Castley,Teenage Mona Lisa,0.547,0.496,9,-7.6,1,0.0511,0.192,1.03e-06,0.114,0.357,78.957,198608,4
во всем мире,5elW2CKSoqjYoJ32AGDxf1,ENHYPEN,Polaroid Love,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,184602,4
во всем мире,3xRH6FPVtheDyNla3T1FE7,Muni Long,Hrs and Hrs,0.511,0.525,8,-4.595,0,0.183,0.604,0.0,0.111,0.661,139.885,204317,3
во всем мире,70ifdSj5JAvKISNn2cD87A,OAFF,Gehraiyaan Title Track,0.309,0.299,9,-9.039,0,0.0334,0.554,3.1e-05,0.0899,0.193,126.424,179032,4
во всем мире,3Oww84xrmgjyr5J1ilOmAf,Luude,Down Under (feat. Colin Hay),0.308,0.86,11,-4.111,0,0.168,0.0116,0.000828,0.277,0.0387,171.835,158774,4
во всем мире,2HNTWEJx0FtU6UQfT01VR1,Oruam,Terra Prometida,0.551,0.44,3,-9.666,0,0.227,0.343,0.0,0.0805,0.572,122.537,193548,4
во всем мире,5NtmfJwkA0AXsp2WWHviPn,Rachel Chinouriri,So My Darling - Acoustic,0.568,0.238,9,-11.111,1,0.0457,0.907,8.21e-06,0.135,0.563,137.958,228923,4
во всем мире,58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3
во всем мире,4zCIxSnVWpGNghERX4uWZF,YENA,SMILEY(Feat. BIBI),0.652,0.91,9,-3.444,1,0.134,0.0963,1.25e-05,0.093,0.82,155.967,173413,4
во всем мире,2IsusePMD32LQKNU7vZiAH,Dj Tk,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny),0.599,0.776,6,-3.229,1,0.432,0.0473,1.06e-05,0.119,0.502,162.745,133680,5
во всем мире,0Rq6JJwpZ9f1SU6Cfhgjv7,Nigo,Arya (feat. A$AP Rocky),0.958,0.478,7,-7.669,1,0.192,0.0823,0.0,0.126,0.379,120.042,162254,4
во всем мире,78kygHp1dvW1kncYjBgbe1,Ryan Castro,Mujeriego,0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,142500,4
во всем мире,5Th2Rs48Gz3iqfcGMXG5PC,1986zig,Kopf aus,0.637,0.649,11,-4.938,1,0.203,0.464,0.0,0.163,0.525,175.869,136120,4
во всем мире,0HINQFSerZ6iMfSsaTO3G5,DEKKO,12x3,0.869,0.727,2,-4.956,1,0.121,0.00118,6.97e-05,0.183,0.613,93.989,159200,4
во всем мире,7BbaIYAdi3pg4MGl6PHwPv,Yeat,Monëy so big,0.693,0.575,2,-7.633,1,0.0906,0.121,0.0,0.104,0.353,138.016,160052,4
во всем мире,1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4
во всем мире,3cqWSJzuxZCsglpaxWtosT,Mason Ramsey,Before I Knew It,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55e-06,0.385,0.801,133.006,201973,4
во всем мире,5kpkEb0M49YM516trGUSWS,Rei 6,Ah Canım Sevgilim - Demo,0.471,0.227,0,-11.568,1,0.0539,0.873,0.0,0.159,0.3,116.871,190055,4
во всем мире,29m79w9xPMH4YCD6r8JSmV,AP Dhillon,Excuses,0.837,0.717,5,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,176233,4
во всем мире,6EDj1nbl9wo6ivGI1t59G4,Jão,Idiota,0.669,0.785,4,-6.093,0,0.0421,0.0685,0.0,0.566,0.84,131.957,181627,4
во всем мире,1ko2lVN0vKGUl9zrU0qSlT,"Grover Washington, Jr.",Just the Two of Us (feat. Bill Withers),0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,438493,4
во всем мире,7Fege3yv4dvehB3NdRBGwI,Gunna,Banking On Me,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,200000,4
Австралия,3o9kpgkIcffx0iSwxhuNI2,Em Beihold,Numb Little Bug,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,169238,4
Австралия,0N0h5lXc4HOiLgGb9EZi8m,lil Shordie Scott,Rocking A Cardigan in Atlanta,0.803,0.64,1,-4.721,1,0.151,0.583,0.000331,0.437,0.816,140.073,96826,4
Австралия,6QHXcb0eFwOKZOZ9bOFmxm,ALTÉGO,Toxic Pony,0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08,198042,4
Австралия,45GDh5cZcRVOAyQqZWxiUt,Jx.Zero,Playboy,0.819,0.563,1,-8.621,0,0.706,0.0126,0.0,0.21,0.599,158.017,152451,4
Австралия,5XW4BwCrfYpci5zMbJxs4N,Wig Wam,Do Ya Wanna Taste It,0.559,0.793,2,-3.536,0,0.028,0.0191,0.0,0.394,0.69,92.034,176973,4
Австралия,0jdcdrTpIzIZGBqBvkgEaC,Ben Reilly,Maytag (Tax Free),0.465,0.67,1,-6.57,1,0.297,0.0181,0.0,0.519,0.553,83.772,165550,4
Австралия,4VtRHZ4tBDHaWltVAytlLY,Cat Burns,Go,0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,215000,4
Австралия,6zQPRiKYLdpAIn5HDtzDYc,Jamie Muscato,Meant to be Yours,0.552,0.632,6,-6.364,0,0.0962,0.398,0.0,0.227,0.464,97.998,210440,3
Австралия,0nCgsAki7e7I243CUblGxU,Alcemist,Stan Smith,0.698,0.869,2,-0.884,1,0.334,0.0747,0.000468,0.126,0.245,174.868,235000,4
Австралия,2I8EDARURigigunOxtg7oi,JELEEL!,DIVE IN!,0.705,0.753,6,-5.28,1,0.0485,0.000944,0.000127,0.385,0.368,140.023,100518,4
Австралия,5A5bLKdL5I3k3FTEQlAUw7,SUPER-Hi,Following the Sun,0.734,0.828,6,-4.433,0,0.033,0.398,0.0225,0.136,0.717,127.023,205000,4
Австралия,3cqWSJzuxZCsglpaxWtosT,Mason Ramsey,Before I Knew It,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55e-06,0.385,0.801,133.006,201973,4
Австралия,0Rq6JJwpZ9f1SU6Cfhgjv7,Nigo,Arya (feat. A$AP Rocky),0.958,0.478,7,-7.669,1,0.192,0.0823,0.0,0.126,0.379,120.042,162254,4
Австралия,7ojevvUcXxxOONZFoxeFlt,KAHUKX,Due Time,0.786,0.523,2,-8.267,1,0.338,0.454,0.0,0.243,0.835,139.956,184555,4
Австралия,3Oww84xrmgjyr5J1ilOmAf,Luude,Down Under (feat. Colin Hay),0.308,0.86,11,-4.111,0,0.168,0.0116,0.000828,0.277,0.0387,171.835,158774,4
Австралия,3xRH6FPVtheDyNla3T1FE7,Muni Long,Hrs and Hrs,0.511,0.525,8,-4.595,0,0.183,0.604,0.0,0.111,0.661,139.885,204317,3
Австралия,5vUnjhBzRJJIAOJPde6zDx,Jnr Choi,TO THE MOON,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,152137,4
Австралия,5n4kMW5dn7MHFhXQuJb9zG,Restless Road,Growing Old With You,0.478,0.516,5,-7.276,1,0.0267,0.403,0.0,0.0823,0.376,80.09,196008,4
Австралия,5elW2CKSoqjYoJ32AGDxf1,ENHYPEN,Polaroid Love,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,184602,4
Австралия,6AshXllQhobwSXsdpgp41w,Benny The Butcher,Johnny P's Caddy,0.535,0.819,8,-6.792,1,0.455,0.584,0.0,0.16,0.581,150.451,225000,4
Австралия,78kygHp1dvW1kncYjBgbe1,Ryan Castro,Mujeriego,0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,142500,4
Австралия,1ko2lVN0vKGUl9zrU0qSlT,"Grover Washington, Jr.",Just the Two of Us (feat. Bill Withers),0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,438493,4
Австралия,7LNm1oWd6PniO9wRYpNY5o,Delaney Bailey,j's lullaby (darlin' i'd wait for you),0.54,0.11,8,-19.885,1,0.0328,0.498,0.000614,0.0781,0.172,76.068,290132,4
Австралия,7v8wKvNQQIxkugCFFjrkaO,Aimer,残響散歌,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,184893,4
Австралия,6GomT970rCOkKAyyrwJeZi,Öwnboss,Move Your Body,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4
Австралия,58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3
Австралия,7BbaIYAdi3pg4MGl6PHwPv,Yeat,Monëy so big,0.693,0.575,2,-7.633,1,0.0906,0.121,0.0,0.104,0.353,138.016,160052,4
Австралия,79nEEoEPY2w8EXj9hjn5oc,Yung Lean,Ginseng Strip 2002,0.601,0.712,1,-9.433,1,0.0431,0.0848,0.0,0.479,0.386,114.998,154000,4
Австралия,52xJxFP6TqMuO4Yt0eOkMz,Carolina Gaitán - La Gaita,We Don't Talk About Bruno,0.577,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,216120,4
Австралия,4iwiYqzoLImJraKQ9Pf2I2,Goya Menor,Ameno Amapiano Remix (You Wanna Bamba),0.807,0.898,6,-5.837,0,0.0393,0.188,0.000395,0.0824,0.743,112.998,227101,4
Австралия,0KCSJzsQVxkloxoT7dyrqV,SiM,The Rumbling (TV Size),0.408,0.875,8,-1.536,1,0.0546,1.68e-05,0.000101,0.264,0.646,144.975,90266,4
Австралия,1DxRMgLoWXgmIFF2Unp5pD,HAZEY,Packs and Potions,0.872,0.525,11,-6.374,1,0.419,0.272,1.76e-06,0.0691,0.701,144.941,160552,4
Австралия,5gflgO9EPbIBf16n5TKnQS,Zion & Lennox,Yo Voy (feat. Daddy Yankee),0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,232020,4
Австралия,5NtmfJwkA0AXsp2WWHviPn,Rachel Chinouriri,So My Darling - Acoustic,0.568,0.238,9,-11.111,1,0.0457,0.907,8.21e-06,0.135,0.563,137.958,228923,4
Австралия,646sbFnyVg1trhqqxqFUJg,Denzel Curry,Walkin,0.557,0.652,11,-7.219,0,0.145,0.134,0.0,0.292,0.433,135.999,280005,4
Австралия,6nQ1B216Liiydhgn2gar0o,Saucy Santana,Material Girl,0.876,0.7,2,-7.137,1,0.282,0.0421,0.0,0.542,0.433,101.995,188966,4
Австралия,4aMxs74PXoQg2SLgjypcvb,Yeat,Turban,0.669,0.682,1,-7.974,1,0.293,0.00165,0.0116,0.339,0.345,148.153,155742,4
Австралия,3XOalgusokruzA5ZBA2Qcb,Gunna,pushin P (feat. Young Thug),0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1
Австралия,7rdIKBTAQm4nLlpA5E8DBI,Ishowsped,Shake,0.643,0.766,2,-6.736,1,0.398,0.0303,0.0,0.102,0.383,179.963,156798,4
Австралия,2oDqmfa2g8W893LlwJG1qu,Nine Inch Nails,Closer,0.547,0.714,10,-8.628,0,0.044,0.000242,0.636,0.122,0.541,89.996,373000,4
Австралия,7Fege3yv4dvehB3NdRBGwI,Gunna,Banking On Me,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,200000,4
Австралия,55lJN2gIzJM9SCfwzxAEjf,Nate Smith,I Don't Wanna Go To Heaven,0.455,0.451,0,-7.544,1,0.0452,0.749,0.0,0.0776,0.27,104.662,201294,4
Австралия,2GPh676erhgaOyMRmQNOc6,Nutcase22,Captain (whistle),0.912,0.651,11,-8.702,0,0.337,0.0824,2.9e-06,0.101,0.505,142.947,214820,4
Австралия,05EG9LwFCVjkoYEWzsrHHO,Tevvez,Legend,0.294,0.707,2,-5.418,1,0.0389,0.0408,0.106,0.0705,0.0395,149.94,189679,4
Австралия,0kYMwaQWABTkFff8AZjmYI,Mother Mother,Hayloft II,0.326,0.866,9,-4.541,0,0.101,0.0044,7.37e-06,0.0912,0.172,178.181,215040,4
Австралия,1GAIibUEoZjvG4QsrabVWc,Sueco,Loser,0.61,0.894,5,-3.956,0,0.129,0.00317,0.0,0.0539,0.65,96.622,133679,4
Австралия,6jzAkKTa5sRAcIG4N1DkV6,Orville Peck,Dead Of Night,0.506,0.565,2,-11.003,1,0.0521,0.816,0.476,0.0587,0.486,100.05,239000,4
Австралия,6K5ph5mq1qprHae3TrgTj5,Jessica Darrow,"Surface Pressure - From ""Encanto""/Soundtrack Version",0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,202227,4
Австралия,1ZdhOMWyFR8Iv9eylMGYg2,Labrinth,Mount Everest,0.494,0.428,0,-7.239,0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497,4
Австралия,6Zu3aw7FfjAF9WA0fA81Oq,Latto,Big Energy,0.935,0.807,11,-3.838,0,0.114,0.0514,0.0,0.349,0.813,106.017,173182,4
Австрия,0h14I7cPYi1RZG6GmVpMso,CIVO,Weg von mir,0.566,0.481,9,-10.706,1,0.205,0.783,0.0,0.575,0.671,143.857,136667,3
Австрия,0nCgsAki7e7I243CUblGxU,Alcemist,Stan Smith,0.698,0.869,2,-0.884,1,0.334,0.0747,0.000468,0.126,0.245,174.868,235000,4
Австрия,2vQ5HpRpn8S2qlrZbLsaFr,Elli Eli,I Got Summer on My Mind,0.641,0.632,9,-7.464,0,0.0394,0.298,0.0,0.114,0.346,93.387,205055,4
Австрия,4VtRHZ4tBDHaWltVAytlLY,Cat Burns,Go,0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,215000,4
Австрия,3o9kpgkIcffx0iSwxhuNI2,Em Beihold,Numb Little Bug,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,169238,4
Австрия,1R8bpZGAVUxeygsKfHnInQ,Trinix Remix,Hits 2021 - Mashup,0.537,0.687,0,-8.71,0,0.109,0.194,3.18e-05,0.076,0.485,123.596,162650,4
Австрия,3Oww84xrmgjyr5J1ilOmAf,Luude,Down Under (feat. Colin Hay),0.308,0.86,11,-4.111,0,0.168,0.0116,0.000828,0.277,0.0387,171.835,158774,4
Австрия,6QHXcb0eFwOKZOZ9bOFmxm,ALTÉGO,Toxic Pony,0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08,198042,4
Австрия,5Th2Rs48Gz3iqfcGMXG5PC,1986zig,Kopf aus,0.637,0.649,11,-4.938,1,0.203,0.464,0.0,0.163,0.525,175.869,136120,4
Австрия,3cqWSJzuxZCsglpaxWtosT,Mason Ramsey,Before I Knew It,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55e-06,0.385,0.801,133.006,201973,4
Австрия,78kygHp1dvW1kncYjBgbe1,Ryan Castro,Mujeriego,0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,142500,4
Австрия,4iwiYqzoLImJraKQ9Pf2I2,Goya Menor,Ameno Amapiano Remix (You Wanna Bamba),0.807,0.898,6,-5.837,0,0.0393,0.188,0.000395,0.0824,0.743,112.998,227101,4
Австрия,79nEEoEPY2w8EXj9hjn5oc,Yung Lean,Ginseng Strip 2002,0.601,0.712,1,-9.433,1,0.0431,0.0848,0.0,0.479,0.386,114.998,154000,4
Австрия,7EssJKdzewgt7u2HOKBC3K,Sonya Moneykartell,In meinem Block,0.928,0.43,0,-15.087,1,0.568,0.213,0.0,0.119,0.51,101.845,139412,4
Австрия,6GomT970rCOkKAyyrwJeZi,Öwnboss,Move Your Body,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4
Австрия,0eYrKwIiqluD9dFr3STKQH,Vibe Chemistry,Balling,0.803,0.743,9,-4.015,1,0.0994,0.00768,2.36e-06,0.107,0.645,87.002,220948,4
Австрия,5gflgO9EPbIBf16n5TKnQS,Zion & Lennox,Yo Voy (feat. Daddy Yankee),0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,232020,4
Австрия,5C04wdpfKcxwBVjAPYAayY,zyon,Sober (Slowed),0.609,0.86,1,-2.74,1,0.0401,0.323,0.000151,0.227,0.278,93.974,237505,4
Австрия,45GDh5cZcRVOAyQqZWxiUt,Jx.Zero,Playboy,0.819,0.563,1,-8.621,0,0.706,0.0126,0.0,0.21,0.599,158.017,152451,4
Австрия,1yf6N9tFJ6BXZLvIXbUvw9,YAENNIVER,Mädchen Mädchen (feat. Luci van Org),0.825,0.587,8,-6.555,1,0.183,0.152,0.0,0.0825,0.527,95.032,165993,4
Австрия,0VxPoNX9h5HpsEgSNcHCmG,Adzmilli,Change,0.714,0.577,7,-9.189,1,0.0556,0.0536,1.48e-06,0.125,0.802,145.056,198621,4
Австрия,6zQPRiKYLdpAIn5HDtzDYc,Jamie Muscato,Meant to be Yours,0.552,0.632,6,-6.364,0,0.0962,0.398,0.0,0.227,0.464,97.998,210440,3
Австрия,67PjQR4ixAIN0ebXu9sr2w,Tream,LEBENSLANG,0.696,0.844,1,-4.831,1,0.217,0.33,0.0,0.178,0.689,140.006,109714,4
Австрия,5cRKj1kynNFqiliT2ndZ3y,Higuchi Ai,Akuma no Ko,0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,227680,4
Австрия,0EhQWGJFjhvVq0PllzJ7Rd,WeddingCake,Chai Tea with Heidi,0.713,0.767,5,-5.627,0,0.0513,0.0038,4.28e-06,0.125,0.582,125.019,170784,4
Австрия,0jdcdrTpIzIZGBqBvkgEaC,Ben Reilly,Maytag (Tax Free),0.465,0.67,1,-6.57,1,0.297,0.0181,0.0,0.519,0.553,83.772,165550,4
Австрия,7sxn16XyaEr1K8WxYrfJ2I,OTPendia,Rasselbande,0.846,0.546,7,-9.186,1,0.224,0.223,3.93e-06,0.0823,0.655,150.98,145446,4
Австрия,5Qf8dlJ2zZTfztx7o7kbDN,Semicenk,Düşer Aklıma,0.706,0.418,8,-8.63,1,0.0906,0.0564,6.61e-05,0.0933,0.319,161.918,160000,4
Австрия,0Rq6JJwpZ9f1SU6Cfhgjv7,Nigo,Arya (feat. A$AP Rocky),0.958,0.478,7,-7.669,1,0.192,0.0823,0.0,0.126,0.379,120.042,162254,4
Австрия,7BbaIYAdi3pg4MGl6PHwPv,Yeat,Monëy so big,0.693,0.575,2,-7.633,1,0.0906,0.121,0.0,0.104,0.353,138.016,160052,4
Австрия,2I8EDARURigigunOxtg7oi,JELEEL!,DIVE IN!,0.705,0.753,6,-5.28,1,0.0485,0.000944,0.000127,0.385,0.368,140.023,100518,4
Австрия,0fVDu1evgjX9CFD0cmuRrM,Tai Verdes,LAst dAy oN EaRTh,0.494,0.553,5,-5.57,1,0.197,0.413,4.17e-05,0.218,0.359,82.061,172756,4
Австрия,7gzdjkagK3pTVW8jYjcYBF,Micha von der Rampe,Partyanimal,0.814,0.74,0,-5.738,1,0.145,0.165,0.0,0.111,0.7,138.069,139159,4
Австрия,1ko2lVN0vKGUl9zrU0qSlT,"Grover Washington, Jr.",Just the Two of Us (feat. Bill Withers),0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,438493,4
Австрия,7Fege3yv4dvehB3NdRBGwI,Gunna,Banking On Me,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,200000,4
Австрия,0dFQS35aW9oArIov23Kq6m,MattOfficiel,Pepas x Memories,0.536,0.9,8,-5.372,1,0.0429,0.012,2.33e-05,0.0763,0.479,130.031,169204,4
Австрия,3xRH6FPVtheDyNla3T1FE7,Muni Long,Hrs and Hrs,0.511,0.525,8,-4.595,0,0.183,0.604,0.0,0.111,0.661,139.885,204317,3
Австрия,3S93tAugRs67MCv2mxuTbJ,Yas Werneck,Coméki,0.769,0.492,9,-7.565,0,0.0465,0.119,0.000107,0.339,0.609,136.979,164731,4
Австрия,4vHy2IHzf3EabEa7oMpUZB,1da Banton,No Wahala,0.808,0.639,11,-7.244,0,0.147,0.621,0.0281,0.231,0.612,105.016,162286,4
Австрия,5NtmfJwkA0AXsp2WWHviPn,Rachel Chinouriri,So My Darling - Acoustic,0.568,0.238,9,-11.111,1,0.0457,0.907,8.21e-06,0.135,0.563,137.958,228923,4
Австрия,7l4SCt0ebVQnbQNEXyH7F7,Senidah,Behute,0.671,0.553,3,-4.964,0,0.0824,0.543,0.0,0.108,0.598,92.973,220750,4
Австрия,3AN5LEspFZQdQUFUUqsDct,Jonny McGovern,Man Areas,0.858,0.829,1,-6.041,1,0.181,0.05,0.0,0.367,0.692,127.944,196760,4
Австрия,7u52L92Itro4My0Ut5u8rA,Private Zero,Someone Else,0.798,0.638,0,-7.513,0,0.247,0.532,1.07e-05,0.321,0.749,150.941,205033,4
Австрия,1ZdhOMWyFR8Iv9eylMGYg2,Labrinth,Mount Everest,0.494,0.428,0,-7.239,0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497,4
Австрия,20sC4DK5X41pqJZBCRzfyA,Elgit Doda,Ku Je,0.476,0.504,4,-8.192,0,0.268,0.0206,0.000408,0.253,0.284,95.777,176953,4
Австрия,2t16D9V5FmmRAJjsSpwvZf,Labrinth,When I R.I.P.,0.417,0.551,8,-6.456,0,0.174,0.73,0.00166,0.0907,0.444,87.614,174568,4
Австрия,2GPh676erhgaOyMRmQNOc6,Nutcase22,Captain (whistle),0.912,0.651,11,-8.702,0,0.337,0.0824,2.9e-06,0.101,0.505,142.947,214820,4
Австрия,5vUnjhBzRJJIAOJPde6zDx,Jnr Choi,TO THE MOON,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,152137,4
Австрия,5OtRUowagv3aSAcjekQmDm,Max + Johann,Thank You - TikTok Edit,0.669,0.831,6,-7.566,0,0.364,0.211,0.0037,0.433,0.37,136.327,173785,4
