,country,track_id,artist_id,artist,title,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,artist_popularity,artist_followers
2232,во всем мире,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,pop,93,32509452
2233,во всем мире,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,uk pop,93,32509452
2234,Австралия,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,dance pop,93,32509452
2235,Австралия,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,pop,93,32509452
2236,Австралия,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,uk pop,93,32509452
2237,Канада,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,dance pop,93,32509452
2238,Канада,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,pop,93,32509452
2239,Канада,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,uk pop,93,32509452
2240,ОАЭ,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,dance pop,93,32509452
2241,ОАЭ,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,pop,93,32509452
2242,ОАЭ,5nujrmhLynf4yMoMtj8AQF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Levitating (feat. DaBaby),89,False,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0,uk pop,93,32509452
2243,во всем мире,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,indie poptimism,89,2116946
2244,во всем мире,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,pop,89,2116946
2245,во всем мире,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,indie poptimism,89,2116946
2246,во всем мире,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,pop,89,2116946
2247,Австралия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,indie poptimism,89,2116946
2248,Австралия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,pop,89,2116946
2249,Австралия,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,indie poptimism,89,2116946
2250,Австралия,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,pop,89,2116946
2251,Австрия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,indie poptimism,89,2116946
2252,Австрия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,pop,89,2116946
2253,Дания,2t16D9V5FmmRAJjsSpwvZf,2feDdbD5araYcm6JhFHHw7,Labrinth,When I R.I.P.,87,True,0.417,0.551,8.0,-6.456,0.0,0.174,0.73,0.00166,0.0907,0.444,87.614,174568.0,4.0,indie poptimism,89,2116946
2254,Дания,2t16D9V5FmmRAJjsSpwvZf,2feDdbD5araYcm6JhFHHw7,Labrinth,When I R.I.P.,87,True,0.417,0.551,8.0,-6.456,0.0,0.174,0.73,0.00166,0.0907,0.444,87.614,174568.0,4.0,pop,89,2116946
2255,Ирландия,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,indie poptimism,89,2116946
2256,Ирландия,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,pop,89,2116946
2257,Канада,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,indie poptimism,89,2116946
2258,Канада,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,pop,89,2116946
2259,Новая Зеландия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,indie poptimism,89,2116946
2260,Новая Зеландия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,pop,89,2116946
2261,Новая Зеландия,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,indie poptimism,89,2116946
2262,Новая Зеландия,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,pop,89,2116946
2263,Румыния,6EtKlIQmGPB9SX8UjDJG5s,2feDdbD5araYcm6JhFHHw7,Labrinth,Formula,91,False,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870.0,4.0,indie poptimism,89,2116946
2264,Румыния,6EtKlIQmGPB9SX8UjDJG5s,2feDdbD5araYcm6JhFHHw7,Labrinth,Formula,91,False,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870.0,4.0,pop,89,2116946
2265,Словакия,6EtKlIQmGPB9SX8UjDJG5s,2feDdbD5araYcm6JhFHHw7,Labrinth,Formula,91,False,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870.0,4.0,indie poptimism,89,2116946
2266,Словакия,6EtKlIQmGPB9SX8UjDJG5s,2feDdbD5araYcm6JhFHHw7,Labrinth,Formula,91,False,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870.0,4.0,pop,89,2116946
2267,Словакия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,indie poptimism,89,2116946
2268,Словакия,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,pop,89,2116946
2269,США,6LtHYDgYHRCHoKK3snfr2w,2feDdbD5araYcm6JhFHHw7,Labrinth,"I'm Tired - From ""Euphoria"" An HBO Original Series",83,False,0.375,0.133,0.0,-10.624,0.0,0.0352,0.651,0.0,0.0695,0.192,131.721,187944.0,4.0,indie poptimism,89,2116946
2270,США,6LtHYDgYHRCHoKK3snfr2w,2feDdbD5araYcm6JhFHHw7,Labrinth,"I'm Tired - From ""Euphoria"" An HBO Original Series",83,False,0.375,0.133,0.0,-10.624,0.0,0.0352,0.651,0.0,0.0695,0.192,131.721,187944.0,4.0,pop,89,2116946
2271,США,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,indie poptimism,89,2116946
2272,США,1ZdhOMWyFR8Iv9eylMGYg2,2feDdbD5araYcm6JhFHHw7,Labrinth,Mount Everest,90,True,0.494,0.428,0.0,-7.239,0.0,0.203,0.233,0.0752,0.0816,0.441,87.723,157497.0,4.0,pop,89,2116946
2273,США,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,indie poptimism,89,2116946
2274,США,76YSWx6L6FNsuaP6GWBb8P,2feDdbD5araYcm6JhFHHw7,Labrinth,All For Us,66,False,0.461,0.66,3.0,-6.642,1.0,0.0651,0.0108,0.000139,0.34,0.177,141.716,191710.0,4.0,pop,89,2116946
2275,во всем мире,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2276,во всем мире,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2277,во всем мире,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2278,Аргентина,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2279,Аргентина,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2280,Аргентина,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2281,Гватемала,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2282,Гватемала,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2283,Гватемала,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2284,Гватемала,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,colombian pop,88,18403747
2285,Гватемала,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,latin,88,18403747
2286,Гватемала,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,reggaeton colombiano,88,18403747
2287,Испания,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2288,Испания,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2289,Испания,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2290,Колумбия,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2291,Колумбия,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2292,Колумбия,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2293,Мексика,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2294,Мексика,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2295,Мексика,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2296,Панама,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2297,Панама,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2298,Панама,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2299,Перу,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2300,Перу,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2301,Перу,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2302,Перу,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,colombian pop,88,18403747
2303,Перу,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,latin,88,18403747
2304,Перу,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,reggaeton colombiano,88,18403747
2305,Эквадор,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,colombian pop,88,18403747
2306,Эквадор,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,latin,88,18403747
2307,Эквадор,6ylDpki1VpIsc525KC1ojF,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Tacones Rojos,81,False,0.746,0.844,11.0,-3.499,0.0,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,4.0,reggaeton colombiano,88,18403747
2308,Эквадор,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,colombian pop,88,18403747
2309,Эквадор,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,latin,88,18403747
2310,Эквадор,655JkvIwu2rDCaD1hPf04g,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Pareja Del Año,74,False,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333.0,4.0,reggaeton colombiano,88,18403747
2311,во всем мире,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,deep underground hip hop,88,1569521
2312,во всем мире,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,kentucky hip hop,88,1569521
2313,во всем мире,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,rap,88,1569521
2314,Австралия,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,deep underground hip hop,88,1569521
2315,Австралия,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,kentucky hip hop,88,1569521
2316,Австралия,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,rap,88,1569521
2317,Дания,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,deep underground hip hop,88,1569521
2318,Дания,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,kentucky hip hop,88,1569521
2319,Дания,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,rap,88,1569521
2320,Канада,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,deep underground hip hop,88,1569521
2321,Канада,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,kentucky hip hop,88,1569521
2322,Канада,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,rap,88,1569521
2323,Новая Зеландия,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,deep underground hip hop,88,1569521
2324,Новая Зеландия,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,kentucky hip hop,88,1569521
2325,Новая Зеландия,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,rap,88,1569521
2326,США,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,deep underground hip hop,88,1569521
2327,США,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,kentucky hip hop,88,1569521
2328,США,62Yo3FDddWY8ydu6PW2wyz,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,Nail Tech,88,True,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,206385.0,4.0,rap,88,1569521
2329,во всем мире,6lX6l7OuA3qrnIRfdsr0dw,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,Medallo,92,True,0.787,0.7,4.0,-4.598,0.0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453.0,4.0,reggaeton,80,377101
2330,во всем мире,6lX6l7OuA3qrnIRfdsr0dw,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,Medallo,92,True,0.787,0.7,4.0,-4.598,0.0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453.0,4.0,trap latino,80,377101
2331,Аргентина,6lX6l7OuA3qrnIRfdsr0dw,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,Medallo,92,True,0.787,0.7,4.0,-4.598,0.0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453.0,4.0,reggaeton,80,377101
